matrix_name,dim,nnz,matrix_type,data_type,matrix_layout,square
plddb_b_01.mtx,1,,array,real,general,0
af_0_k101_b.mtx,1,,array,real,general,0
iiasa_hi.mtx,1,,array,real,general,0
scrs8-2b_z0_3.mtx,1,,array,real,general,1
lp_degen2_lo.mtx,1,,array,real,general,0
rat_b_2.mtx,1,,array,real,general,0
GD01_c_coord.mtx,2,,array,real,general,0
rgg_n_2_19_s0_coord.mtx,2,,array,real,general,0
large_lo_33.mtx,1,,array,real,general,0
scagr7-2b_c_3.mtx,1,,array,real,general,0
plddb_c_11.mtx,1,,array,real,general,0
lp_pilot_ja_hi.mtx,1,,array,real,general,0
scsd8-2r_b_02.mtx,1,,array,real,general,0
neos2_lo.mtx,1,,array,real,general,0
lp_ship04s_b.mtx,1,,array,real,general,0
delf_hi_15.mtx,1,,array,real,general,0
tn2010_population.mtx,1,,array,real,general,0
scsd8-2b_lo_2.mtx,1,,array,real,general,0
lp_nug05_lo.mtx,1,,array,real,general,0
gams60am_hi.mtx,1,,array,real,general,0
small_hi_17.mtx,1,,array,real,general,0
rail4284_c.mtx,1,,array,real,general,0
lp_scfxm1_z0.mtx,1,,array,real,general,1
Zewail_pubyear.mtx,1,,array,real,general,0
DK01R_b.mtx,1,,array,real,general,0
bbmat_b.mtx,1,,array,real,general,0
rat_b_1.mtx,1,,array,real,general,0
lp_ship04l_lo.mtx,1,,array,real,general,0
lp_nug05_z0.mtx,1,,array,real,general,1
jan99jac120sc_x.mtx,1,,array,real,general,0
lp_bnl2_hi.mtx,1,,array,real,general,0
fxm4_6_lo.mtx,1,,array,real,general,0
t2d_q9_b_17.mtx,1,,array,real,general,0
deter4_z0.mtx,1,,array,real,general,1
fxm2-16_lo.mtx,1,,array,real,general,0
lp_sc50a_c.mtx,1,,array,real,general,0
df2177_lo.mtx,1,,array,real,general,0
lp_cre_a_b.mtx,1,,array,real,general,0
df2177_c.mtx,1,,array,real,general,0
nemspmm2_b.mtx,1,,array,real,general,0
delf_b_20.mtx,1,,array,real,general,0
large_b_37.mtx,1,,array,real,general,0
air04_b.mtx,1,,array,real,general,0
germany_osm_coord.mtx,2,,array,real,general,0
car4_z0.mtx,1,,array,real,general,1
lpi_bgprtr_b.mtx,1,,array,real,general,0
rosen2_c.mtx,1,,array,real,general,0
aa01_z0.mtx,1,,array,real,general,1
lp_modszk1_lo.mtx,1,,array,real,general,0
large_lo_01.mtx,1,,array,real,general,0
scagr7-2r_c_07.mtx,1,,array,real,general,0
pcb1000_lo.mtx,1,,array,real,general,0
kleemin_c_1.mtx,1,,array,real,general,0
small_z0_09.mtx,1,,array,real,general,1
large_b_22.mtx,1,,array,real,general,0
lp_ship08l_hi.mtx,1,,array,real,general,0
gen4_z0.mtx,1,,array,real,general,1
lpi_woodinfe_z0.mtx,1,,array,real,general,1
jan99jac080_b.mtx,1,,array,real,general,0
scsd8-2r_hi_03.mtx,1,,array,real,general,0
small_b_13.mtx,1,,array,real,general,0
lp_dfl001_hi.mtx,1,,array,real,general,0
lp_osa_07_c.mtx,1,,array,real,general,0
karted_c.mtx,1,,array,real,general,0
sctap1-2c_hi_1.mtx,1,,array,real,general,0
plddb_lo_09.mtx,1,,array,real,general,0
sgpf5y6_hi.mtx,1,,array,real,general,0
world_c.mtx,1,,array,real,general,0
luxembourg_osm_coord.mtx,2,,array,real,general,0
sctap1-2b_c_1.mtx,1,,array,real,general,0
lp_scrs8_hi.mtx,1,,array,real,general,0
scagr7-2r_b_06.mtx,1,,array,real,general,0
aa5_z0.mtx,1,,array,real,general,1
delf_b_06.mtx,1,,array,real,general,0
oscil_dcop_47_b.mtx,1,,array,real,general,0
pds-40_b.mtx,1,,array,real,general,0
l9_z0.mtx,1,,array,real,general,1
stat96v1_lo.mtx,1,,array,real,general,0
lp_fit2p_b.mtx,1,,array,real,general,0
fxm2-6_z0.mtx,1,,array,real,general,1
scrs8-2c_hi_2.mtx,1,,array,real,general,0
GD96_a_coord.mtx,2,,array,real,general,0
delf_z0_18.mtx,1,,array,real,general,1
scagr7-2r_hi_02.mtx,1,,array,real,general,0
model7_b.mtx,1,,array,real,general,0
delf_b_25.mtx,1,,array,real,general,0
deter3_hi.mtx,1,,array,real,general,0
cont1_l_z0.mtx,1,,array,real,general,1
primagaz_c.mtx,1,,array,real,general,0
south31_lo.mtx,1,,array,real,general,0
ch_b.mtx,1,,array,real,general,0
fpga_dcop_20_b.mtx,1,,array,real,general,0
lp_scsd6_b.mtx,1,,array,real,general,0
gen2_hi.mtx,1,,array,real,general,0
model1_lo.mtx,1,,array,real,general,0
large_hi_29.mtx,1,,array,real,general,0
large_z0_34.mtx,1,,array,real,general,1
sc205-2r_lo_10.mtx,1,,array,real,general,0
deter2_z0.mtx,1,,array,real,general,1
pgp2_z0.mtx,1,,array,real,general,1
nemswrld_b.mtx,1,,array,real,general,0
scrs8-2r_lo_06.mtx,1,,array,real,general,0
delf_c_20.mtx,1,,array,real,general,0
il2010_population.mtx,1,,array,real,general,0
large_lo_08.mtx,1,,array,real,general,0
barrier2-1_b.mtx,1,,array,real,general,0
lpi_cplex2_z0.mtx,1,,array,real,general,1
scsd8-2r_c_10.mtx,1,,array,real,general,0
t2d_q4_b_09.mtx,1,,array,real,general,0
oscil_dcop_07_b.mtx,1,,array,real,general,0
lp_pilot_hi.mtx,1,,array,real,general,0
lp_maros_r7_b.mtx,1,,array,real,general,0
nemsemm2_lo.mtx,1,,array,real,general,0
oscil_dcop_27_b.mtx,1,,array,real,general,0
aa03_c.mtx,1,,array,real,general,0
nl_b.mtx,1,,array,real,general,0
lp_scsd8_z0.mtx,1,,array,real,general,1
CSphd_phdyear.mtx,1,,array,real,general,0
jan99jac040sc_x.mtx,1,,array,real,general,0
gams30a_b.mtx,1,,array,real,general,0
fxm3_16_hi.mtx,1,,array,real,general,0
ns3Da_b.mtx,1,,array,real,general,0
in2010_area.mtx,1,,array,real,general,0
ulevimin_lo.mtx,1,,array,real,general,0
nsct_c_1.mtx,1,,array,real,general,0
mo2010_population.mtx,1,,array,real,general,0
lp_nug07_hi.mtx,1,,array,real,general,0
dbic1_hi.mtx,1,,array,real,general,0
lpi_bgindy_z0.mtx,1,,array,real,general,1
stormg2-27_hi.mtx,1,,array,real,general,0
lp_modszk1_b.mtx,1,,array,real,general,0
lp_osa_30_b.mtx,1,,array,real,general,0
delf_lo_10.mtx,1,,array,real,general,0
oscil_dcop_24_b.mtx,1,,array,real,general,0
scsd8-2r_b_10.mtx,1,,array,real,general,0
plddb_lo_04.mtx,1,,array,real,general,0
plddb_hi_01.mtx,1,,array,real,general,0
sctap1-2b_lo_3.mtx,1,,array,real,general,0
in2010_coord.mtx,2,,array,real,general,0
mod2_b.mtx,1,,array,real,general,0
scfxm1-2b_b_2.mtx,1,,array,real,general,0
scrs8-2b_lo_2.mtx,1,,array,real,general,0
lp_woodw_lo.mtx,1,,array,real,general,0
sc205-2r_z0_11.mtx,1,,array,real,general,1
lp_d2q06c_hi.mtx,1,,array,real,general,0
sc205-2r_b_03.mtx,1,,array,real,general,0
farm_lo.mtx,1,,array,real,general,0
p010_z0.mtx,1,,array,real,general,1
scrs8-2r_hi_08.mtx,1,,array,real,general,0
patents_appyear.mtx,1,,array,real,general,0
lp_qap15_c.mtx,1,,array,real,general,0
iprob_c.mtx,1,,array,real,general,0
delf_b_15.mtx,1,,array,real,general,0
lp_pilot4_b.mtx,1,,array,real,general,0
lpi_pilot4i_b.mtx,1,,array,real,general,0
L-9_coord.mtx,2,,array,real,general,0
ge_lo.mtx,1,,array,real,general,0
scfxm1-2r_c_7.mtx,1,,array,real,general,0
delf_z0_25.mtx,1,,array,real,general,1
oscil_dcop_26_b.mtx,1,,array,real,general,0
rail582_c.mtx,1,,array,real,general,0
pds-40_c.mtx,1,,array,real,general,0
scagr7-2r_hi_09.mtx,1,,array,real,general,0
delf_z0_24.mtx,1,,array,real,general,1
scsd8-2r_lo_03.mtx,1,,array,real,general,0
fpga_dcop_23_b.mtx,1,,array,real,general,0
lpi_ex73a_b.mtx,1,,array,real,general,0
IMDB_category.mtx,1,,array,real,general,0
nemscem_lo.mtx,1,,array,real,general,0
kl02_b.mtx,1,,array,real,general,0
oscil_dcop_31_b.mtx,1,,array,real,general,0
large_hi_06.mtx,1,,array,real,general,0
p0282_lo.mtx,1,,array,real,general,0
af_2_k101_b.mtx,1,,array,real,general,0
scfxm1-2r_lo_4.mtx,1,,array,real,general,0
pds-80_hi.mtx,1,,array,real,general,0
p05_lo.mtx,1,,array,real,general,0
nsct_hi_2.mtx,1,,array,real,general,0
rlfprim_c.mtx,1,,array,real,general,0
large_b_14.mtx,1,,array,real,general,0
Maragal_3_b.mtx,1,,array,real,general,0
mesh2em5_coord.mtx,2,,array,real,general,0
scsd8-2c_z0_2.mtx,1,,array,real,general,1
fpga_dcop_34_b.mtx,1,,array,real,general,0
lp_truss_lo.mtx,1,,array,real,general,0
sc205-2r_lo_03.mtx,1,,array,real,general,0
lp_grow7_b.mtx,1,,array,real,general,0
neos3_z0.mtx,1,,array,real,general,1
oscil_dcop_05_b.mtx,1,,array,real,general,0
sctap1-2r_lo_01.mtx,1,,array,real,general,0
lp_fit1d_z0.mtx,1,,array,real,general,1
karted_b.mtx,1,,array,real,general,0
delf_lo_36.mtx,1,,array,real,general,0
lp_pds_02_lo.mtx,1,,array,real,general,0
baxter_b.mtx,1,,array,real,general,0
3D_28984_Tetra_b.mtx,1,,array,real,general,0
lp_fit1p_z0.mtx,1,,array,real,general,1
scrs8-2r_hi_01.mtx,1,,array,real,general,0
nasa2910_b.mtx,1,,array,real,general,0
delf_c_15.mtx,1,,array,real,general,0
cq9_c.mtx,1,,array,real,general,0
lp_bnl2_c.mtx,1,,array,real,general,0
p0040_lo.mtx,1,,array,real,general,0
lp_bore3d_z0.mtx,1,,array,real,general,1
aa03_hi.mtx,1,,array,real,general,0
small_z0_01.mtx,1,,array,real,general,1
c-52_b.mtx,1,,array,real,general,0
scagr7-2b_b_1.mtx,1,,array,real,general,0
s3rmt3m1_coord.mtx,3,,array,real,general,0
sctap1-2b_z0_3.mtx,1,,array,real,general,1
lp_pds_02_c.mtx,1,,array,real,general,0
t2d_q9_b_42.mtx,1,,array,real,general,0
delf_hi_20.mtx,1,,array,real,general,0
plddb_lo_11.mtx,1,,array,real,general,0
c-62ghs_b.mtx,1,,array,real,general,0
lp22_c.mtx,1,,array,real,general,0
delf_z0_07.mtx,1,,array,real,general,1
nemsemm2_c.mtx,1,,array,real,general,0
cavity22_b.mtx,1,,array,real,general,0
t2d_q9_b_39.mtx,1,,array,real,general,0
fxm3_6_b.mtx,1,,array,real,general,0
crack_dual_coord.mtx,2,,array,real,general,0
lp_maros_r7_z0.mtx,1,,array,real,general,1
sherman1_b.mtx,1,,array,real,general,0
aa01_lo.mtx,1,,array,real,general,0
lp_ship12s_c.mtx,1,,array,real,general,0
scrs8-2c_hi_5.mtx,1,,array,real,general,0
dano3mip_c.mtx,1,,array,real,general,0
large_b_16.mtx,1,,array,real,general,0
scsd8-2r_lo_08.mtx,1,,array,real,general,0
t2d_q9_b_16.mtx,1,,array,real,general,0
lp_fit2d_lo.mtx,1,,array,real,general,0
lp_stocfor3_c.mtx,1,,array,real,general,0
lp_sctap1_z0.mtx,1,,array,real,general,1
va2010_area.mtx,1,,array,real,general,0
world_b.mtx,1,,array,real,general,0
cont1_l_hi.mtx,1,,array,real,general,0
lp_fit1p_hi.mtx,1,,array,real,general,0
sctap1-2r_lo_08.mtx,1,,array,real,general,0
cca_Gcoord_10.mtx,3,,array,real,general,0
neos2_b.mtx,1,,array,real,general,0
pgp2_c.mtx,1,,array,real,general,0
p0282_hi.mtx,1,,array,real,general,0
kl02_c.mtx,1,,array,real,general,0
mult_dcop_03_b.mtx,1,,array,real,general,0
lp_sctap2_hi.mtx,1,,array,real,general,0
pf2177_c.mtx,1,,array,real,general,0
whitaker3_coord.mtx,2,,array,real,general,0
yeast_PIN_class.mtx,1,,array,real,general,0
deter2_c.mtx,1,,array,real,general,0
nj2010_coord.mtx,2,,array,real,general,0
oscil_dcop_23_b.mtx,1,,array,real,general,0
fpga_dcop_12_b.mtx,1,,array,real,general,0
oscil_dcop_30_b.mtx,1,,array,real,general,0
lp_ken_11_hi.mtx,1,,array,real,general,0
co9_hi.mtx,1,,array,real,general,0
plddb_b_10.mtx,1,,array,real,general,0
slptsk_lo.mtx,1,,array,real,general,0
bas1lp_hi.mtx,1,,array,real,general,0
ge_hi.mtx,1,,array,real,general,0
plddb_hi_13.mtx,1,,array,real,general,0
ks2010_coord.mtx,2,,array,real,general,0
plddb_lo_01.mtx,1,,array,real,general,0
sgpf5y6_b.mtx,1,,array,real,general,0
aa5_b.mtx,1,,array,real,general,0
fpga_dcop_17_b.mtx,1,,array,real,general,0
sc205-2r_b_05.mtx,1,,array,real,general,0
air06_lo.mtx,1,,array,real,general,0
rat_c_2.mtx,1,,array,real,general,0
rat_lo_2.mtx,1,,array,real,general,0
qa8fk_coord.mtx,3,,array,real,general,0
sctap1-2r_lo_09.mtx,1,,array,real,general,0
kleemin_hi_1.mtx,1,,array,real,general,0
scfxm1-2r_hi_8.mtx,1,,array,real,general,0
scagr7-2c_c_3.mtx,1,,array,real,general,0
commanche_dual_coord.mtx,3,,array,real,general,0
delf_hi_25.mtx,1,,array,real,general,0
lp_nug06_lo.mtx,1,,array,real,general,0
car4_hi.mtx,1,,array,real,general,0
deter6_z0.mtx,1,,array,real,general,1
GT01R_x.mtx,1,,array,real,general,0
scfxm1-2r_hi_9.mtx,1,,array,real,general,0
FA_concreteness.mtx,1,,array,real,general,0
lp_ken_18_lo.mtx,1,,array,real,general,0
rosen10_c.mtx,1,,array,real,general,0
lp_ken_07_c.mtx,1,,array,real,general,0
cont11_l_b.mtx,1,,array,real,general,0
mod2_hi.mtx,1,,array,real,general,0
well1033_b.mtx,1,,array,real,general,0
lpi_reactor_c.mtx,1,,array,real,general,0
south31_c.mtx,1,,array,real,general,0
t2d_q4_b_17.mtx,1,,array,real,general,0
kl02_z0.mtx,1,,array,real,general,1
delf_lo_28.mtx,1,,array,real,general,0
psse2_b.mtx,1,,array,real,general,0
c-19_b.mtx,1,,array,real,general,0
deter0_b.mtx,1,,array,real,general,0
oscil_dcop_55_b.mtx,1,,array,real,general,0
oscil_dcop_51_b.mtx,1,,array,real,general,0
scsd8-2r_lo_10.mtx,1,,array,real,general,0
lp_80bau3b_lo.mtx,1,,array,real,general,0
ch_z0.mtx,1,,array,real,general,1
large_lo_13.mtx,1,,array,real,general,0
s1rmq4m1_coord.mtx,3,,array,real,general,0
lp_ship04s_c.mtx,1,,array,real,general,0
sctap1-2r_c_01.mtx,1,,array,real,general,0
route_c.mtx,1,,array,real,general,0
lpi_vol1_z0.mtx,1,,array,real,general,1
t2d_q4_b_21.mtx,1,,array,real,general,0
c-53_b.mtx,1,,array,real,general,0
scagr7-2c_z0_3.mtx,1,,array,real,general,1
cca_coord.mtx,3,,array,real,general,0
dbir1_lo.mtx,1,,array,real,general,0
lp_qap15_z0.mtx,1,,array,real,general,1
lp_pilot87_hi.mtx,1,,array,real,general,0
aa01_b.mtx,1,,array,real,general,0
small_z0_06.mtx,1,,array,real,general,1
small_hi_12.mtx,1,,array,real,general,0
cavity20_x.mtx,1,,array,real,general,0
lp_recipe_c.mtx,1,,array,real,general,0
delf_c_19.mtx,1,,array,real,general,0
scfxm1-2b_lo_3.mtx,1,,array,real,general,0
aa3_c.mtx,1,,array,real,general,0
lp_fit2p_z0.mtx,1,,array,real,general,1
model8_z0.mtx,1,,array,real,general,1
lp_sctap3_c.mtx,1,,array,real,general,0
stat96v2_lo.mtx,1,,array,real,general,0
iiasa_lo.mtx,1,,array,real,general,0
scrs8-2r_c_10.mtx,1,,array,real,general,0
lpi_mondou2_lo.mtx,1,,array,real,general,0
dc3_b.mtx,1,,array,real,general,0
small_b_09.mtx,1,,array,real,general,0
c-66_b.mtx,1,,array,real,general,0
lpi_chemcom_c.mtx,1,,array,real,general,0
p0548_lo.mtx,1,,array,real,general,0
model8_c.mtx,1,,array,real,general,0
cyl6_b.mtx,3,,array,real,general,0
lpi_woodinfe_c.mtx,1,,array,real,general,0
scagr7-2c_c_1.mtx,1,,array,real,general,0
fome13_lo.mtx,1,,array,real,general,0
ABACUS_shell_ud_Vansys.mtx,1,,array,real,general,0
farm_b.mtx,1,,array,real,general,0
dc2_b.mtx,1,,array,real,general,0
small_c_06.mtx,1,,array,real,general,0
cari_b.mtx,1,,array,real,general,0
c-67_b.mtx,1,,array,real,general,0
lp_brandy_lo.mtx,1,,array,real,general,0
lp_scfxm1_b.mtx,1,,array,real,general,0
rosen1_b.mtx,1,,array,real,general,0
t2d_q4_b_44.mtx,1,,array,real,general,0
cavity01_x.mtx,1,,array,real,general,0
venkat01_b.mtx,1,,array,real,general,0
lp_sierra_lo.mtx,1,,array,real,general,0
lp_e226_hi.mtx,1,,array,real,general,0
scrs8-2r_hi_04.mtx,1,,array,real,general,0
scrs8-2c_c_3.mtx,1,,array,real,general,0
lp_lotfi_c.mtx,1,,array,real,general,0
scagr7-2r_b_03.mtx,1,,array,real,general,0
lpi_klein1_z0.mtx,1,,array,real,general,1
c-73_b.mtx,1,,array,real,general,0
adjnoun_nodevalue.mtx,1,,array,real,general,0
af_shell5_b.mtx,1,,array,real,general,0
IMDB_ActorBacon.mtx,1,,array,real,general,0
nsir_lo_2.mtx,1,,array,real,general,0
small_b_15.mtx,1,,array,real,general,0
nemswrld_hi.mtx,1,,array,real,general,0
stat96v1_b.mtx,1,,array,real,general,0
gams30am_hi.mtx,1,,array,real,general,0
cq9_lo.mtx,1,,array,real,general,0
lp_ship04s_hi.mtx,1,,array,real,general,0
oscil_dcop_37_b.mtx,1,,array,real,general,0
small_hi_05.mtx,1,,array,real,general,0
ga2010_population.mtx,1,,array,real,general,0
delf_z0_19.mtx,1,,array,real,general,1
scfxm1-2r_hi_6.mtx,1,,array,real,general,0
pivtol_b.mtx,3,,array,real,general,0
lp_bore3d_hi.mtx,1,,array,real,general,0
scsd8-2r_c_01.mtx,1,,array,real,general,0
sctap1-2b_b_1.mtx,1,,array,real,general,0
large_z0_17.mtx,1,,array,real,general,1
co5_hi.mtx,1,,array,real,general,0
large_c_05.mtx,1,,array,real,general,0
ne2010_area.mtx,1,,array,real,general,0
lp_woodw_c.mtx,1,,array,real,general,0
fpga_dcop_46_b.mtx,1,,array,real,general,0
qa8fm_coord.mtx,3,,array,real,general,0
USAir97_coord.mtx,2,,array,real,general,0
scagr7-2r_z0_04.mtx,1,,array,real,general,1
small_c_16.mtx,1,,array,real,general,0
oscil_dcop_21_b.mtx,1,,array,real,general,0
scagr7-2r_lo_02.mtx,1,,array,real,general,0
t2d_q9_b_21.mtx,1,,array,real,general,0
rosen7_c.mtx,1,,array,real,general,0
small_hi_08.mtx,1,,array,real,general,0
oscil_dcop_19_b.mtx,1,,array,real,general,0
Oregon-1_nodename.mtx,1,,array,real,general,0
e18_hi.mtx,1,,array,real,general,0
lp_standmps_lo.mtx,1,,array,real,general,0
sctap1-2r_b_07.mtx,1,,array,real,general,0
delf_lo_12.mtx,1,,array,real,general,0
sphere2_coord.mtx,3,,array,real,general,0
degme_hi.mtx,1,,array,real,general,0
cont1_l_lo.mtx,1,,array,real,general,0
af_shell9_b.mtx,1,,array,real,general,0
delf_z0_27.mtx,1,,array,real,general,1
large_lo_23.mtx,1,,array,real,general,0
large_z0_09.mtx,1,,array,real,general,1
delf_lo_32.mtx,1,,array,real,general,0
lp_scagr7_z0.mtx,1,,array,real,general,1
scagr7-2r_lo_04.mtx,1,,array,real,general,0
fpga_dcop_13_b.mtx,1,,array,real,general,0
de063157_z0.mtx,1,,array,real,general,1
circuit_1_b.mtx,1,,array,real,general,0
large_lo_16.mtx,1,,array,real,general,0
lp_beaconfd_lo.mtx,1,,array,real,general,0
oscil_dcop_17_b.mtx,1,,array,real,general,0
pltexpa_lo_4.mtx,1,,array,real,general,0
delf_c_25.mtx,1,,array,real,general,0
scagr7-2r_b_09.mtx,1,,array,real,general,0
scagr7-2b_z0_2.mtx,1,,array,real,general,1
model9_lo.mtx,1,,array,real,general,0
scagr7-2r_hi_10.mtx,1,,array,real,general,0
delf_c_09.mtx,1,,array,real,general,0
circuit_3_x.mtx,1,,array,real,general,0
lp_ganges_z0.mtx,1,,array,real,general,1
sctap1-2r_hi_09.mtx,1,,array,real,general,0
lp_scrs8_lo.mtx,1,,array,real,general,0
deter8_c.mtx,1,,array,real,general,0
small_z0_10.mtx,1,,array,real,general,1
af_1_k101_b.mtx,1,,array,real,general,0
pds-30_b.mtx,1,,array,real,general,0
large_c_35.mtx,1,,array,real,general,0
neos3_b.mtx,1,,array,real,general,0
t2d_q4_b_02.mtx,1,,array,real,general,0
sc205-2r_c_05.mtx,1,,array,real,general,0
pa2010_coord.mtx,2,,array,real,general,0
cell1_b.mtx,1,,array,real,general,0
Sandi_authors_coord.mtx,2,,array,real,general,0
deter4_c.mtx,1,,array,real,general,0
lpi_bgprtr_z0.mtx,1,,array,real,general,1
stormg2-27_z0.mtx,1,,array,real,general,1
fome20_b.mtx,1,,array,real,general,0
lp_osa_14_b.mtx,1,,array,real,general,0
delf_b_29.mtx,1,,array,real,general,0
add20_b.mtx,1,,array,real,general,0
lp_standgub_hi.mtx,1,,array,real,general,0
delf_z0_36.mtx,1,,array,real,general,1
qiulp_lo.mtx,1,,array,real,general,0
delf_c_27.mtx,1,,array,real,general,0
gas11_c.mtx,1,,array,real,general,0
large_z0_22.mtx,1,,array,real,general,1
t2d_q9_b_41.mtx,1,,array,real,general,0
c-68_b.mtx,1,,array,real,general,0
lp_e226_lo.mtx,1,,array,real,general,0
lp_ship08s_lo.mtx,1,,array,real,general,0
mri2_b.mtx,1,,array,complex,general,0
lpi_bgprtr_c.mtx,1,,array,real,general,0
lp_fit1p_lo.mtx,1,,array,real,general,0
fpga_dcop_40_b.mtx,1,,array,real,general,0
large_hi_31.mtx,1,,array,real,general,0
seymourl_b.mtx,1,,array,real,general,0
cavity04_x.mtx,1,,array,real,general,0
pcb3000_lo.mtx,1,,array,real,general,0
lp_scsd1_z0.mtx,1,,array,real,general,1
small_c_14.mtx,1,,array,real,general,0
delf_hi_33.mtx,1,,array,real,general,0
oscil_dcop_11_b.mtx,1,,array,real,general,0
t2d_q4_b_26.mtx,1,,array,real,general,0
cavity12_b.mtx,1,,array,real,general,0
large_hi_13.mtx,1,,array,real,general,0
lp_capri_hi.mtx,1,,array,real,general,0
scrs8-2r_b_10.mtx,1,,array,real,general,0
lp_agg_hi.mtx,1,,array,real,general,0
lp_osa_60_lo.mtx,1,,array,real,general,0
jendrec1_c.mtx,1,,array,real,general,0
stormg2-8_b.mtx,1,,array,real,general,0
t2d_q4_b_32.mtx,1,,array,real,general,0
jan99jac080_x.mtx,1,,array,real,general,0
lp_capri_c.mtx,1,,array,real,general,0
fpga_dcop_28_b.mtx,1,,array,real,general,0
ts-palko_lo.mtx,1,,array,real,general,0
cavity20_b.mtx,1,,array,real,general,0
GD96_c_coord.mtx,2,,array,real,general,0
sctap1-2c_hi_2.mtx,1,,array,real,general,0
fome21_hi.mtx,1,,array,real,general,0
scsd8-2c_lo_2.mtx,1,,array,real,general,0
t2d_q4_b_19.mtx,1,,array,real,general,0
c-57_b.mtx,1,,array,real,general,0
world_lo.mtx,1,,array,real,general,0
small_z0_11.mtx,1,,array,real,general,1
scagr7-2r_c_08.mtx,1,,array,real,general,0
delf_hi_30.mtx,1,,array,real,general,0
lp_osa_60_hi.mtx,1,,array,real,general,0
lpi_gran_hi.mtx,1,,array,real,general,0
lp_fit2p_hi.mtx,1,,array,real,general,0
scagr7-2r_hi_01.mtx,1,,array,real,general,0
t2d_q4_b.mtx,1,,array,real,general,0
usroads-48_coord.mtx,2,,array,real,general,0
GD95_a_coord.mtx,2,,array,real,general,0
karted_hi.mtx,1,,array,real,general,0
t2d_q9_b_29.mtx,1,,array,real,general,0
scsd8-2r_z0_09.mtx,1,,array,real,general,1
cq5_b.mtx,1,,array,real,general,0
lp_pilot87_c.mtx,1,,array,real,general,0
lp_25fv47_hi.mtx,1,,array,real,general,0
lp_pilot_c.mtx,1,,array,real,general,0
t2d_q4_b_06.mtx,1,,array,real,general,0
sc205-2r_hi_01.mtx,1,,array,real,general,0
fome20_hi.mtx,1,,array,real,general,0
delf_hi_18.mtx,1,,array,real,general,0
lpi_greenbea_c.mtx,1,,array,real,general,0
wy2010_population.mtx,1,,array,real,general,0
oh2010_area.mtx,1,,array,real,general,0
c-51_b.mtx,1,,array,real,general,0
utm1700b_b.mtx,1,,array,real,general,0
lp_shell_b.mtx,1,,array,real,general,0
ccc_Gcoord_08.mtx,3,,array,real,general,0
hugetric-00000_coord.mtx,2,,array,real,general,0
lp_maros_lo.mtx,1,,array,real,general,0
lp_scagr25_hi.mtx,1,,array,real,general,0
oscil_dcop_18_b.mtx,1,,array,real,general,0
sctap1-2r_z0_04.mtx,1,,array,real,general,1
sc205-2r_c_03.mtx,1,,array,real,general,0
lp_pilot87_b.mtx,1,,array,real,general,0
stat96v2_hi.mtx,1,,array,real,general,0
large_lo_18.mtx,1,,array,real,general,0
r05_z0.mtx,1,,array,real,general,1
gams30a_c.mtx,1,,array,real,general,0
plddb_z0_02.mtx,1,,array,real,general,1
lp_kb2_b.mtx,1,,array,real,general,0
scagr7-2c_hi_3.mtx,1,,array,real,general,0
lp_standgub_c.mtx,1,,array,real,general,0
lp_sc50a_z0.mtx,1,,array,real,general,1
small_c_04.mtx,1,,array,real,general,0
deter7_c.mtx,1,,array,real,general,0
large_b_23.mtx,1,,array,real,general,0
large_hi_12.mtx,1,,array,real,general,0
p05_z0.mtx,1,,array,real,general,1
lp_share1b_z0.mtx,1,,array,real,general,1
kleemin_b_2.mtx,1,,array,real,general,0
lp_sc50a_lo.mtx,1,,array,real,general,0
fpga_dcop_32_b.mtx,1,,array,real,general,0
scsd8-2r_lo_01.mtx,1,,array,real,general,0
lp_adlittle_c.mtx,1,,array,real,general,0
large_hi_18.mtx,1,,array,real,general,0
progas_hi.mtx,1,,array,real,general,0
lpi_itest2_b.mtx,1,,array,real,general,0
lp_woodw_z0.mtx,1,,array,real,general,1
nsir_c_1.mtx,1,,array,real,general,0
lp_qap12_b.mtx,1,,array,real,general,0
bbmat_x.mtx,1,,array,real,general,0
delf_lo_08.mtx,1,,array,real,general,0
cavity13_x.mtx,1,,array,real,general,0
model7_hi.mtx,1,,array,real,general,0
std1_Jac2_b.mtx,1,,array,real,general,0
aa6_b.mtx,1,,array,real,general,0
t2d_q4_b_20.mtx,1,,array,real,general,0
lp_osa_14_z0.mtx,1,,array,real,general,1
lp_scorpion_lo.mtx,1,,array,real,general,0
ulevimin_hi.mtx,1,,array,real,general,0
mesh3em5_coord.mtx,2,,array,real,general,0
co2010_population.mtx,1,,array,real,general,0
scagr7-2r_c_02.mtx,1,,array,real,general,0
lp_pds_06_lo.mtx,1,,array,real,general,0
scsd8-2c_b_2.mtx,1,,array,real,general,0
stormG2_1000_hi.mtx,1,,array,real,general,0
scrs8-2r_lo_05.mtx,1,,array,real,general,0
ex3sta1_hi.mtx,1,,array,real,general,0
deter4_b.mtx,1,,array,real,general,0
oscil_dcop_08_b.mtx,1,,array,real,general,0
va2010_population.mtx,1,,array,real,general,0
fpga_dcop_24_b.mtx,1,,array,real,general,0
lp_osa_07_b.mtx,1,,array,real,general,0
rat_hi_2.mtx,1,,array,real,general,0
oscil_dcop_06_b.mtx,1,,array,real,general,0
il2010_coord.mtx,2,,array,real,general,0
delf_lo_05.mtx,1,,array,real,general,0
large_c_07.mtx,1,,array,real,general,0
p0040_c.mtx,1,,array,real,general,0
