matrix_name,dim,nnz,data_type,matrix_layout,density,sparsity
std1_Jac2_db.mtx,21982,498771,real,general,0.00100,0.99900
human_gene1.mtx,22283,12345963,real,symmetric,0.02490,0.97510
c-50.mtx,22401,108013,real,symmetric,0.00020,0.99980
rim.mtx,22560,1014951,real,general,0.00200,0.99800
windscreen_M.mtx,22692,752340,real,symmetric,0.00150,0.99850
li.mtx,22695,1350309,real,general,0.00260,0.99740
Zd_Jac3.mtx,22835,1916152,real,general,0.00370,0.99630
Zd_Jac6.mtx,22835,1711983,real,general,0.00330,0.99670
Zd_Jac2.mtx,22835,1642833,real,general,0.00320,0.99680
Zd_Jac3_db.mtx,22835,713907,real,general,0.00140,0.99860
Zd_Jac2_db.mtx,22835,676439,real,general,0.00130,0.99870
Zd_Jac6_db.mtx,22835,663643,real,general,0.00130,0.99870
tuma1.mtx,22967,50560,real,symmetric,0.00010,0.99990
msc23052.mtx,23052,588933,real,symmetric,0.00110,0.99890
bcsstk36.mtx,23052,583096,real,symmetric,0.00110,0.99890
bcsstm36.mtx,23052,166389,real,symmetric,0.00030,0.99970
c-51.mtx,23196,113123,real,symmetric,0.00020,0.99980
EAT_RS.mtx,23219,325592,integer,general,0.00060,0.99940
EAT_SR.mtx,23219,325589,integer,general,0.00060,0.99940
ABACUS_shell_ud.mtx,23412,218484,real,general,0.00040,0.99960
ABACUS_shell_hd_K.mtx,23412,216082,real,general,0.00040,0.99960
ABACUS_shell_md_K.mtx,23412,216082,real,general,0.00040,0.99960
ABACUS_shell_ld_K.mtx,23412,216082,real,general,0.00040,0.99960
ABACUS_shell_ud_K.mtx,23412,216082,real,general,0.00040,0.99960
ABACUS_shell_hd_M.mtx,23412,206474,real,general,0.00040,0.99960
ABACUS_shell_ud_M.mtx,23412,206474,real,general,0.00040,0.99960
ABACUS_shell_ld_M.mtx,23412,206474,real,general,0.00040,0.99960
ABACUS_shell_md_M.mtx,23412,206474,real,general,0.00040,0.99960
ABACUS_shell_md_E.mtx,23412,19216,real,general,0.00000,1.00000
ABACUS_shell_ld_E.mtx,23412,19216,real,general,0.00000,1.00000
ABACUS_shell_hd_E.mtx,23412,19216,real,general,0.00000,1.00000
af23560.mtx,23560,484256,real,general,0.00090,0.99910
g7jac080sc.mtx,23670,293976,real,general,0.00050,0.99950
g7jac080.mtx,23670,293976,real,general,0.00050,0.99950
c-52.mtx,23948,113332,real,symmetric,0.00020,0.99980
de2010.mtx,24115,58028,integer,symmetric,0.00010,0.99990
aug3d.mtx,24300,34992,integer,symmetric,0.00010,0.99990
crystk03.mtx,24696,887937,real,symmetric,0.00150,0.99850
crystm03.mtx,24696,304233,real,symmetric,0.00050,0.99950
hvdc1.mtx,24842,159981,real,general,0.00030,0.99970
dtoc.mtx,24993,34986,real,symmetric,0.00010,0.99990
hi2010.mtx,25016,62063,integer,symmetric,0.00010,0.99990
ri2010.mtx,25181,62875,integer,symmetric,0.00010,0.99990
mult_dcop_02.mtx,25187,193276,real,general,0.00030,0.99970
mult_dcop_01.mtx,25187,193276,real,general,0.00030,0.99970
mult_dcop_03.mtx,25187,193216,real,general,0.00030,0.99970
epb2.mtx,25228,175027,real,general,0.00030,0.99970
bcsstk37.mtx,25503,583240,real,symmetric,0.00090,0.99910
bcsstm37.mtx,25503,14765,real,symmetric,0.00000,1.00000
TSOPF_RS_b2052_c1.mtx,25626,6761100,real,general,0.01030,0.98970
smt.mtx,25710,1889447,real,symmetric,0.00290,0.99710
wang3.mtx,26064,177168,real,general,0.00030,0.99970
wang4.mtx,26068,177196,real,general,0.00030,0.99970
mark3jac060.mtx,27449,170695,real,general,0.00020,0.99980
mark3jac060sc.mtx,27449,170695,real,general,0.00020,0.99980
jan99jac080.mtx,27534,171522,real,general,0.00020,0.99980
jan99jac080sc.mtx,27534,171522,real,general,0.00020,0.99980
brainpc2.mtx,27607,96601,real,symmetric,0.00010,0.99990
2D_27628_bjtcai.mtx,27628,442898,real,general,0.00060,0.99940
bratu3d.mtx,27792,88627,real,symmetric,0.00010,0.99990
TSOPF_FS_b39_c7.mtx,28216,368599,real,symmetric,0.00050,0.99950
TSOPF_RS_b300_c2.mtx,28338,2943887,real,general,0.00370,0.99630
3D_28984_Tetra.mtx,28984,599170,real,general,0.00070,0.99930
aug2d.mtx,29008,38416,integer,symmetric,0.00000,1.00000
sme3Db.mtx,29067,2081063,real,general,0.00250,0.99750
TSOPF_FS_b300_c1.mtx,29214,2203949,real,symmetric,0.00260,0.99740
TSOPF_FS_b300.mtx,29214,2203949,real,symmetric,0.00260,0.99740
g7jac100.mtx,29610,384636,real,general,0.00040,0.99960
g7jac100sc.mtx,29610,384636,real,general,0.00040,0.99960
thread.mtx,29736,2249892,real,symmetric,0.00250,0.99750
OPF_6000.mtx,29902,166160,real,symmetric,0.00020,0.99980
mixtank_new.mtx,29957,1995041,real,general,0.00220,0.99780
spmsrtls.mtx,29995,129971,real,symmetric,0.00010,0.99990
bloweybl.mtx,30003,70001,real,symmetric,0.00010,0.99990
bloweya.mtx,30004,80005,real,symmetric,0.00010,0.99990
aug2dc.mtx,30200,40000,integer,symmetric,0.00000,1.00000
c-53.mtx,30235,201224,real,symmetric,0.00020,0.99980
bcsstk35.mtx,30237,740200,real,symmetric,0.00080,0.99920
bcsstm35.mtx,30237,18211,real,symmetric,0.00000,1.00000
wathen100.mtx,30401,251001,real,symmetric,0.00030,0.99970
invextr1_new.mtx,30412,1793881,real,general,0.00190,0.99810
TSOPF_FS_b162_c3.mtx,30798,904612,real,symmetric,0.00100,0.99900
cond-mat-2003.mtx,31163,120029,real,symmetric,0.00010,0.99990
as-caida_G_118.mtx,31379,107202,integer,general,0.00010,0.99990
as-caida.mtx,31379,106762,integer,general,0.00010,0.99990
as-caida_G_121.mtx,31379,106762,integer,general,0.00010,0.99990
as-caida_G_116.mtx,31379,106578,integer,general,0.00010,0.99990
as-caida_G_120.mtx,31379,106510,integer,general,0.00010,0.99990
as-caida_G_119.mtx,31379,106462,integer,general,0.00010,0.99990
as-caida_G_117.mtx,31379,106348,integer,general,0.00010,0.99990
as-caida_G_115.mtx,31379,106312,integer,general,0.00010,0.99990
as-caida_G_122.mtx,31379,105722,integer,general,0.00010,0.99990
as-caida_G_108.mtx,31379,105524,integer,general,0.00010,0.99990
as-caida_G_113.mtx,31379,105382,integer,general,0.00010,0.99990
as-caida_G_107.mtx,31379,105332,integer,general,0.00010,0.99990
as-caida_G_106.mtx,31379,105092,integer,general,0.00010,0.99990
as-caida_G_110.mtx,31379,104846,integer,general,0.00010,0.99990
as-caida_G_104.mtx,31379,104824,integer,general,0.00010,0.99990
as-caida_G_109.mtx,31379,104802,integer,general,0.00010,0.99990
as-caida_G_111.mtx,31379,104766,integer,general,0.00010,0.99990
as-caida_G_112.mtx,31379,104730,integer,general,0.00010,0.99990
as-caida_G_105.mtx,31379,104726,integer,general,0.00010,0.99990
as-caida_G_103.mtx,31379,104634,integer,general,0.00010,0.99990
as-caida_G_102.mtx,31379,104096,integer,general,0.00010,0.99990
as-caida_G_099.mtx,31379,103510,integer,general,0.00010,0.99990
as-caida_G_101.mtx,31379,103020,integer,general,0.00010,0.99990
as-caida_G_100.mtx,31379,102888,integer,general,0.00010,0.99990
as-caida_G_094.mtx,31379,102476,integer,general,0.00010,0.99990
as-caida_G_098.mtx,31379,102468,integer,general,0.00010,0.99990
as-caida_G_096.mtx,31379,102356,integer,general,0.00010,0.99990
as-caida_G_095.mtx,31379,102290,integer,general,0.00010,0.99990
as-caida_G_097.mtx,31379,102212,integer,general,0.00010,0.99990
as-caida_G_092.mtx,31379,101762,integer,general,0.00010,0.99990
as-caida_G_091.mtx,31379,101654,integer,general,0.00010,0.99990
as-caida_G_089.mtx,31379,101476,integer,general,0.00010,0.99990
as-caida_G_090.mtx,31379,100924,integer,general,0.00010,0.99990
as-caida_G_088.mtx,31379,100366,integer,general,0.00010,0.99990
as-caida_G_093.mtx,31379,99916,integer,general,0.00010,0.99990
as-caida_G_086.mtx,31379,99660,integer,general,0.00010,0.99990
as-caida_G_087.mtx,31379,99652,integer,general,0.00010,0.99990
as-caida_G_085.mtx,31379,99166,integer,general,0.00010,0.99990
as-caida_G_078.mtx,31379,98782,integer,general,0.00010,0.99990
as-caida_G_077.mtx,31379,98664,integer,general,0.00010,0.99990
as-caida_G_083.mtx,31379,98450,integer,general,0.00010,0.99990
as-caida_G_082.mtx,31379,98400,integer,general,0.00010,0.99990
as-caida_G_079.mtx,31379,98392,integer,general,0.00010,0.99990
as-caida_G_076.mtx,31379,98178,integer,general,0.00010,0.99990
as-caida_G_080.mtx,31379,98112,integer,general,0.00010,0.99990
as-caida_G_084.mtx,31379,97972,integer,general,0.00010,0.99990
as-caida_G_075.mtx,31379,97492,integer,general,0.00010,0.99990
as-caida_G_074.mtx,31379,97296,integer,general,0.00010,0.99990
as-caida_G_072.mtx,31379,96404,integer,general,0.00010,0.99990
as-caida_G_071.mtx,31379,96012,integer,general,0.00010,0.99990
as-caida_G_073.mtx,31379,95554,integer,general,0.00010,0.99990
as-caida_G_065.mtx,31379,95068,integer,general,0.00010,0.99990
as-caida_G_063.mtx,31379,94736,integer,general,0.00010,0.99990
as-caida_G_067.mtx,31379,94484,integer,general,0.00010,0.99990
as-caida_G_061.mtx,31379,94386,integer,general,0.00010,0.99990
as-caida_G_060.mtx,31379,94180,integer,general,0.00010,0.99990
as-caida_G_062.mtx,31379,93728,integer,general,0.00010,0.99990
as-caida_G_064.mtx,31379,93558,integer,general,0.00010,0.99990
as-caida_G_068.mtx,31379,93310,integer,general,0.00010,0.99990
as-caida_G_066.mtx,31379,93212,integer,general,0.00010,0.99990
as-caida_G_059.mtx,31379,93156,integer,general,0.00010,0.99990
as-caida_G_056.mtx,31379,92826,integer,general,0.00010,0.99990
as-caida_G_057.mtx,31379,92334,integer,general,0.00010,0.99990
as-caida_G_069.mtx,31379,92190,integer,general,0.00010,0.99990
as-caida_G_058.mtx,31379,92170,integer,general,0.00010,0.99990
as-caida_G_054.mtx,31379,92170,integer,general,0.00010,0.99990
as-caida_G_055.mtx,31379,91476,integer,general,0.00010,0.99990
as-caida_G_052.mtx,31379,91100,integer,general,0.00010,0.99990
as-caida_G_048.mtx,31379,90820,integer,general,0.00010,0.99990
as-caida_G_049.mtx,31379,90784,integer,general,0.00010,0.99990
as-caida_G_050.mtx,31379,90392,integer,general,0.00010,0.99990
as-caida_G_053.mtx,31379,90296,integer,general,0.00010,0.99990
as-caida_G_046.mtx,31379,90172,integer,general,0.00010,0.99990
as-caida_G_051.mtx,31379,90100,integer,general,0.00010,0.99990
as-caida_G_047.mtx,31379,90002,integer,general,0.00010,0.99990
as-caida_G_043.mtx,31379,89678,integer,general,0.00010,0.99990
as-caida_G_040.mtx,31379,89658,integer,general,0.00010,0.99990
as-caida_G_044.mtx,31379,89560,integer,general,0.00010,0.99990
as-caida_G_042.mtx,31379,89176,integer,general,0.00010,0.99990
as-caida_G_045.mtx,31379,89152,integer,general,0.00010,0.99990
as-caida_G_041.mtx,31379,88944,integer,general,0.00010,0.99990
as-caida_G_037.mtx,31379,88654,integer,general,0.00010,0.99990
as-caida_G_038.mtx,31379,88644,integer,general,0.00010,0.99990
as-caida_G_036.mtx,31379,88616,integer,general,0.00010,0.99990
as-caida_G_034.mtx,31379,88490,integer,general,0.00010,0.99990
as-caida_G_032.mtx,31379,87938,integer,general,0.00010,0.99990
as-caida_G_039.mtx,31379,87804,integer,general,0.00010,0.99990
as-caida_G_033.mtx,31379,87784,integer,general,0.00010,0.99990
as-caida_G_035.mtx,31379,87560,integer,general,0.00010,0.99990
as-caida_G_031.mtx,31379,87232,integer,general,0.00010,0.99990
as-caida_G_030.mtx,31379,86850,integer,general,0.00010,0.99990
as-caida_G_029.mtx,31379,86566,integer,general,0.00010,0.99990
as-caida_G_081.mtx,31379,85988,integer,general,0.00010,0.99990
as-caida_G_025.mtx,31379,85850,integer,general,0.00010,0.99990
as-caida_G_027.mtx,31379,85744,integer,general,0.00010,0.99990
as-caida_G_026.mtx,31379,85468,integer,general,0.00010,0.99990
as-caida_G_028.mtx,31379,84962,integer,general,0.00010,0.99990
as-caida_G_024.mtx,31379,83640,integer,general,0.00010,0.99990
as-caida_G_023.mtx,31379,83524,integer,general,0.00010,0.99990
as-caida_G_022.mtx,31379,82138,integer,general,0.00010,0.99990
as-caida_G_021.mtx,31379,81882,integer,general,0.00010,0.99990
as-caida_G_019.mtx,31379,80970,integer,general,0.00010,0.99990
as-caida_G_020.mtx,31379,80948,integer,general,0.00010,0.99990
as-caida_G_018.mtx,31379,80396,integer,general,0.00010,0.99990
as-caida_G_017.mtx,31379,79718,integer,general,0.00010,0.99990
as-caida_G_070.mtx,31379,78684,integer,general,0.00010,0.99990
as-caida_G_016.mtx,31379,77860,integer,general,0.00010,0.99990
as-caida_G_015.mtx,31379,77124,integer,general,0.00010,0.99990
as-caida_G_013.mtx,31379,77002,integer,general,0.00010,0.99990
as-caida_G_012.mtx,31379,76530,integer,general,0.00010,0.99990
as-caida_G_014.mtx,31379,75982,integer,general,0.00010,0.99990
as-caida_G_011.mtx,31379,75118,integer,general,0.00010,0.99990
as-caida_G_010.mtx,31379,74994,integer,general,0.00010,0.99990
as-caida_G_009.mtx,31379,74344,integer,general,0.00010,0.99990
as-caida_G_008.mtx,31379,72140,integer,general,0.00010,0.99990
as-caida_G_007.mtx,31379,71658,integer,general,0.00010,0.99990
as-caida_G_006.mtx,31379,71094,integer,general,0.00010,0.99990
as-caida_G_005.mtx,31379,70026,integer,general,0.00010,0.99990
as-caida_G_004.mtx,31379,68670,integer,general,0.00010,0.99990
as-caida_G_002.mtx,31379,66744,integer,general,0.00010,0.99990
as-caida_G_003.mtx,31379,66680,integer,general,0.00010,0.99990
as-caida_G_001.mtx,31379,65910,integer,general,0.00010,0.99990
as-caida_G_114.mtx,31379,36406,integer,general,0.00000,1.00000
c-54.mtx,31793,211743,real,symmetric,0.00020,0.99980
helm3d01.mtx,32226,230335,real,symmetric,0.00020,0.99980
vt2010.mtx,32580,77799,integer,symmetric,0.00010,0.99990
viscoplastic2_C_1.mtx,32769,381326,real,general,0.00040,0.99960
viscoplastic2_C_6.mtx,32769,381326,real,general,0.00040,0.99960
viscoplastic2_C_3.mtx,32769,381326,real,general,0.00040,0.99960
viscoplastic2.mtx,32769,381326,real,general,0.00040,0.99960
viscoplastic2_C_2.mtx,32769,381326,real,general,0.00040,0.99960
viscoplastic2_C_7.mtx,32769,381326,real,general,0.00040,0.99960
viscoplastic2_C_4.mtx,32769,381326,real,general,0.00040,0.99960
viscoplastic2_C_5.mtx,32769,381326,real,general,0.00040,0.99960
c-55.mtx,32780,218115,real,symmetric,0.00020,0.99980
SiO.mtx,33401,675528,real,symmetric,0.00060,0.99940
poli4.mtx,33833,73249,real,general,0.00010,0.99990
Zhao2.mtx,33861,166453,real,general,0.00010,0.99990
Zhao1.mtx,33861,166453,real,general,0.00010,0.99990
jan99jac100.mtx,34454,215862,real,general,0.00020,0.99980
jan99jac100sc.mtx,34454,215862,real,general,0.00020,0.99980
ship_001.mtx,34920,2339575,real,symmetric,0.00190,0.99810
lhr34c.mtx,35152,764014,real,general,0.00060,0.99940
lhr34.mtx,35152,764014,real,general,0.00060,0.99940
aug3dcqp.mtx,35543,77829,real,symmetric,0.00010,0.99990
g7jac120.mtx,35550,475296,real,general,0.00040,0.99960
g7jac120sc.mtx,35550,475296,real,general,0.00040,0.99960
TSOPF_RS_b678_c2.mtx,35696,8781949,real,general,0.00690,0.99310
c-56.mtx,35910,208405,real,symmetric,0.00020,0.99980
nd12k.mtx,36000,7128473,real,symmetric,0.00550,0.99450
onetone1.mtx,36057,341088,real,general,0.00030,0.99970
onetone2.mtx,36057,227628,real,general,0.00020,0.99980
pdb1HYS.mtx,36417,2190591,real,symmetric,0.00170,0.99830
wathen120.mtx,36441,301101,real,symmetric,0.00020,0.99980
mark3jac080.mtx,36609,227955,real,general,0.00020,0.99980
mark3jac080sc.mtx,36609,227955,real,general,0.00020,0.99980
rajat15.mtx,37261,443573,real,general,0.00030,0.99970
c-58.mtx,37595,295076,real,symmetric,0.00020,0.99980
viscorocks.mtx,37762,1162244,real,general,0.00080,0.99920
c-57.mtx,37833,221515,real,symmetric,0.00020,0.99980
TSOPF_RS_b39_c19.mtx,38098,684206,real,general,0.00050,0.99950
TSOPF_RS_b2383.mtx,38120,16171169,real,general,0.01110,0.98890
TSOPF_RS_b2383_c1.mtx,38120,16171169,real,general,0.01110,0.98890
mario001.mtx,38434,114643,real,symmetric,0.00010,0.99990
bbmat.mtx,38744,1771722,real,general,0.00120,0.99880
cage11.mtx,39082,559722,real,general,0.00040,0.99960
rajat22.mtx,39899,197264,real,general,0.00010,0.99990
jnlbrng1.mtx,40000,119600,real,symmetric,0.00010,0.99990
torsion1.mtx,40000,118804,real,symmetric,0.00010,0.99990
obstclae.mtx,40000,118804,real,symmetric,0.00010,0.99990
case39_A_06.mtx,40216,526144,real,symmetric,0.00030,0.99970
case39_A_12.mtx,40216,526144,real,symmetric,0.00030,0.99970
case39_A_13.mtx,40216,526144,real,symmetric,0.00030,0.99970
case39_A_08.mtx,40216,526144,real,symmetric,0.00030,0.99970
case39_A_02.mtx,40216,526144,real,symmetric,0.00030,0.99970
case39_A_05.mtx,40216,526144,real,symmetric,0.00030,0.99970
case39_A_03.mtx,40216,526144,real,symmetric,0.00030,0.99970
case39_A_09.mtx,40216,526144,real,symmetric,0.00030,0.99970
case39_A_11.mtx,40216,526144,real,symmetric,0.00030,0.99970
case39_A_07.mtx,40216,526144,real,symmetric,0.00030,0.99970
case39_A_04.mtx,40216,526144,real,symmetric,0.00030,0.99970
case39_A_10.mtx,40216,526144,real,symmetric,0.00030,0.99970
case39.mtx,40216,526139,real,symmetric,0.00030,0.99970
case39_A_01.mtx,40216,526139,real,symmetric,0.00030,0.99970
juba40k.mtx,40337,144945,real,general,0.00010,0.99990
bauru5727.mtx,40366,145019,real,general,0.00010,0.99990
chem_master1.mtx,40401,201201,real,general,0.00010,0.99990
cond-mat-2005.mtx,40421,175693,real,symmetric,0.00010,0.99990
TSOPF_FS_b162_c4.mtx,40798,1204322,real,symmetric,0.00070,0.99930
minsurfo.mtx,40806,122214,real,symmetric,0.00010,0.99990
cz40948.mtx,40948,412148,real,general,0.00020,0.99980
av41092.mtx,41092,1683902,real,general,0.00100,0.99900
c-59.mtx,41282,260909,real,symmetric,0.00020,0.99980
jan99jac120.mtx,41374,260202,real,general,0.00020,0.99980
jan99jac120sc.mtx,41374,260202,real,general,0.00020,0.99980
g7jac140.mtx,41490,565956,real,general,0.00030,0.99970
g7jac140sc.mtx,41490,565956,real,general,0.00030,0.99970
c-62ghs.mtx,41731,300537,real,symmetric,0.00020,0.99980
c-62.mtx,41731,300537,real,symmetric,0.00020,0.99980
TSOPF_RS_b300_c3.mtx,42138,4413449,real,general,0.00250,0.99750
sme3Dc.mtx,42930,3148656,real,general,0.00170,0.99830
c-61.mtx,43618,176817,real,symmetric,0.00010,0.99990
c-60.mtx,43640,171109,real,symmetric,0.00010,0.99990
OPF_10000.mtx,43887,255799,real,symmetric,0.00010,0.99990
c-63.mtx,44234,239469,real,symmetric,0.00010,0.99990
mouse_gene.mtx,45101,14506196,real,symmetric,0.00710,0.99290
ak2010.mtx,45292,108549,integer,symmetric,0.00010,0.99990
mark3jac100.mtx,45769,285215,real,general,0.00010,0.99990
mark3jac100sc.mtx,45769,285215,real,general,0.00010,0.99990
bcsstk39.mtx,46772,1068033,real,symmetric,0.00050,0.99950
bcsstm39.mtx,46772,46772,real,symmetric,0.00000,1.00000
rma10.mtx,46835,2374001,real,general,0.00110,0.99890
vanbody.mtx,47072,1191985,real,symmetric,0.00050,0.99950
g7jac160.mtx,47430,656616,real,general,0.00030,0.99970
g7jac160sc.mtx,47430,656616,real,general,0.00030,0.99970
c-65.mtx,48066,204297,real,symmetric,0.00010,0.99990
xenon1.mtx,48600,1181120,real,general,0.00050,0.99950
nh2010.mtx,48837,117275,integer,symmetric,0.00000,1.00000
gridgena.mtx,48962,280523,real,symmetric,0.00010,0.99990
stokes128.mtx,49666,295938,real,symmetric,0.00010,0.99990
ckt11752_tr_0.mtx,49702,333029,real,general,0.00010,0.99990
ckt11752_dc_1.mtx,49702,333029,real,general,0.00010,0.99990
c-66b.mtx,49989,274498,real,symmetric,0.00010,0.99990
c-66.mtx,49989,274498,real,symmetric,0.00010,0.99990
sparsine.mtx,50000,799494,real,symmetric,0.00030,0.99970
cvxbqp1.mtx,50000,199984,real,symmetric,0.00010,0.99990
ncvxbqp1.mtx,50000,199984,real,symmetric,0.00010,0.99990
rajat26.mtx,51032,249302,real,general,0.00010,0.99990
c-64.mtx,51035,384438,real,symmetric,0.00010,0.99990
c-64b.mtx,51035,384438,real,symmetric,0.00010,0.99990
3D_51448_3D.mtx,51448,1056610,real,general,0.00040,0.99960
ibm_matrix_2.mtx,51448,1056610,real,general,0.00040,0.99960
dawson5.mtx,51537,531157,real,symmetric,0.00020,0.99980
ecl32.mtx,51993,380415,real,general,0.00010,0.99990
ct20stif.mtx,52329,1375396,real,symmetric,0.00050,0.99950
crankseg_1.mtx,52804,5333507,real,symmetric,0.00190,0.99810
g7jac180.mtx,53370,747276,real,general,0.00030,0.99970
g7jac180sc.mtx,53370,747276,real,general,0.00030,0.99970
2D_54019_highK.mtx,54019,996414,real,general,0.00030,0.99970
nasasrb.mtx,54870,1366097,real,symmetric,0.00050,0.99950
mark3jac120sc.mtx,54929,342475,real,general,0.00010,0.99990
mark3jac120.mtx,54929,342475,real,general,0.00010,0.99990
TSOPF_FS_b300_c2.mtx,56814,4391071,real,symmetric,0.00140,0.99860
bayer01.mtx,57735,277774,real,general,0.00010,0.99990
c-67.mtx,57975,294955,real,symmetric,0.00010,0.99990
c-67b.mtx,57975,294955,real,symmetric,0.00010,0.99990
g7jac200sc.mtx,59310,837936,real,general,0.00020,0.99980
g7jac200.mtx,59310,837936,real,general,0.00020,0.99980
Andrews.mtx,60000,410077,integer,symmetric,0.00010,0.99990
dixmaanl.mtx,60000,179999,real,symmetric,0.00010,1.00000
a5esindl.mtx,60008,145004,real,symmetric,0.00000,1.00000
blockqp1.mtx,60012,340022,real,symmetric,0.00010,0.99990
TSOPF_RS_b39_c30.mtx,60098,1079986,real,general,0.00030,0.99970
water_tank.mtx,60740,2035281,real,general,0.00060,0.99940
Ga3As3H12.mtx,61349,3016148,real,symmetric,0.00080,0.99920
GaAsH6.mtx,61349,1721579,real,symmetric,0.00050,0.99950
venkat01.mtx,62424,1717792,real,general,0.00040,0.99960
venkat25.mtx,62424,1717792,real,general,0.00040,0.99960
venkat50.mtx,62424,1717792,real,general,0.00040,0.99960
cant.mtx,62451,2034917,real,symmetric,0.00050,0.99950
ncvxqp5.mtx,62500,237483,real,symmetric,0.00010,0.99990
crankseg_2.mtx,63838,7106348,real,symmetric,0.00170,0.99830
mark3jac140.mtx,64089,399735,real,general,0.00010,0.99990
mark3jac140sc.mtx,64089,399735,real,general,0.00010,0.99990
c-68.mtx,64810,315408,real,symmetric,0.00010,0.99990
Dubcova2.mtx,65025,547625,real,symmetric,0.00010,0.99990
kron_g500-logn16.mtx,65536,2456398,integer,symmetric,0.00060,0.99940
qa8fk.mtx,66127,863353,real,symmetric,0.00020,0.99980
qa8fm.mtx,66127,863353,real,symmetric,0.00020,0.99980
gas_sensor.mtx,66917,885141,real,symmetric,0.00020,0.99980
gas_sensor_E.mtx,66917,66917,real,symmetric,0.00000,1.00000
H2O.mtx,67024,1141880,real,symmetric,0.00030,0.99970
laminar_duct3D.mtx,67173,3833077,real,general,0.00080,0.99920
c-69.mtx,67458,345714,real,symmetric,0.00010,0.99990
ct2010.mtx,67578,168176,integer,symmetric,0.00000,1.00000
k1_san.mtx,67759,303364,real,symmetric,0.00010,0.99990
Chebyshev4.mtx,68121,5377761,real,general,0.00120,0.99880
bcircuit.mtx,68902,375558,real,general,0.00010,0.99990
c-70.mtx,68924,363955,real,symmetric,0.00010,0.99990
me2010.mtx,69518,167738,integer,symmetric,0.00000,1.00000
lhr71.mtx,70304,1528092,real,general,0.00030,0.99970
lhr71c.mtx,70304,1528092,real,general,0.00030,0.99970
cfd1.mtx,70656,949510,real,symmetric,0.00020,0.99980
F2.mtx,71505,2682895,real,symmetric,0.00050,0.99950
nd24k.mtx,72000,14393817,real,symmetric,0.00280,0.99720
oilpan.mtx,73752,1835470,real,symmetric,0.00030,0.99970
finan512.mtx,74752,335872,real,symmetric,0.00010,0.99990
ncvxqp3.mtx,75000,274982,real,symmetric,0.00000,1.00000
TSOPF_FS_b39_c19.mtx,76216,998359,real,symmetric,0.00020,0.99980
shyy161.mtx,76480,329762,real,general,0.00010,0.99990
c-71.mtx,76638,468096,real,symmetric,0.00010,0.99990
soc-sign-Slashdot081106.mtx,77357,516575,integer,general,0.00010,0.99990
t3dh_e.mtx,79171,2215638,real,symmetric,0.00040,0.99960
t3dh_a.mtx,79171,2215638,real,symmetric,0.00040,0.99960
t3dh_E.mtx,79171,2215638,real,symmetric,0.00040,0.99960
t3dh.mtx,79171,2215638,real,symmetric,0.00040,0.99960
rail_79841_E.mtx,79841,317377,real,symmetric,0.00010,1.00000
rail_79841.mtx,79841,316881,real,symmetric,0.00010,1.00000
a0nsdsil.mtx,80016,200021,real,symmetric,0.00000,1.00000
a2nnsnsl.mtx,80016,196115,real,symmetric,0.00000,1.00000
circuit_4.mtx,80209,307604,real,general,0.00000,1.00000
cont-201.mtx,80595,239596,real,symmetric,0.00000,1.00000
apache1.mtx,80800,311492,real,symmetric,0.00000,1.00000
soc-sign-Slashdot090216.mtx,81871,545671,integer,general,0.00010,0.99990
shallow_water2.mtx,81920,204800,real,symmetric,0.00000,1.00000
shallow_water1.mtx,81920,204800,real,symmetric,0.00000,1.00000
soc-sign-Slashdot090221.mtx,82144,549202,integer,general,0.00010,0.99990
thermal1.mtx,82654,328556,real,symmetric,0.00000,1.00000
Wordnet3.mtx,82670,132964,integer,general,0.00000,1.00000
consph.mtx,83334,3046907,real,symmetric,0.00040,0.99960
c-72.mtx,84064,395811,real,symmetric,0.00010,0.99990
TSOPF_FS_b300_c3.mtx,84414,6578753,real,symmetric,0.00090,0.99910
nv2010.mtx,84538,208499,integer,symmetric,0.00000,1.00000
epb3.mtx,84617,463625,real,general,0.00010,0.99990
poisson3Db.mtx,85623,2374949,real,general,0.00030,0.99970
wy2010.mtx,86204,213793,integer,symmetric,0.00000,1.00000
rajat20.mtx,86916,605045,real,general,0.00010,0.99990
rajat25.mtx,87190,607235,real,general,0.00010,0.99990
rajat28.mtx,87190,607235,real,general,0.00010,0.99990
ncvxqp7.mtx,87500,312481,real,symmetric,0.00000,1.00000
olesnik0.mtx,88263,402623,real,symmetric,0.00010,0.99990
sd2010.mtx,88360,205361,integer,symmetric,0.00000,1.00000
denormal.mtx,89400,622812,real,symmetric,0.00010,0.99990
s3dkq4m2.mtx,90449,2455670,real,symmetric,0.00030,0.99970
s3dkt3m2.mtx,90449,1921955,real,symmetric,0.00020,0.99980
boyd1.mtx,93279,652246,real,symmetric,0.00010,0.99990
rajat16.mtx,94294,641159,real,general,0.00010,0.99990
rajat17.mtx,94294,641159,real,general,0.00010,0.99990
rajat18.mtx,94294,485143,real,general,0.00010,0.99990
Si34H36.mtx,97569,2626974,real,symmetric,0.00030,0.99970
m_t1.mtx,97578,4925574,real,symmetric,0.00050,0.99950
ASIC_100ks.mtx,99190,578890,real,general,0.00010,0.99990
ASIC_100k.mtx,99340,954163,real,general,0.00010,0.99990
2cubes_sphere.mtx,101492,874378,real,symmetric,0.00010,0.99990
thermomech_TK.mtx,102158,406858,real,symmetric,0.00000,1.00000
